companyName,location,timePost,website,jobType,jobCount,Knowledge,Platform,Framework,ProgrammingLanguage,Tool,date,month,year
TRAN DUC GROUP - CÔNG TY CỔ PHẦN TRẦN ĐỨC,Hồ Chí Minh,2023-12-19,CareerBuilder,Data Engineer,2,"STATISTICAL,DATA VISUALIZATION,MACHINE LEARNING,DATABASE,SECURITY,PROGRAMMING,DATA CLEANING,STATISTICS,INFORMATION SYSTEMS,VISUALIZATION,SQL,PROBABILITY,DATA WAREHOUSING,INTEGRATION,INFORMATION SECURITY,ANALYTICS,DATA INTEGRATION,SOFTWARE,TELECOMMUNICATIONS,STATISTICAL,MACHINE LEARNING,DATA PROCESSING,DATABASE,DATABASE DESIGN,DATA ANALYSIS,PROGRAMMING,DATA CLEANING,STATISTICS,INFORMATION SYSTEMS,SQL,PROBABILITY,ANALYSIS","APACHE,DATA ANALYSIS","DATA VISUALIZATION,DATABASE,MICROSOFT EXCEL,R,EXCEL,DATA ANALYSIS,DATABASE,MICROSOFT EXCEL,R,EXCEL","SQL,PYTHON,R,APACHE,SQL,PYTHON,R","EXCEL,DATABASE,DATA WAREHOUSING,SECURITY,MACHINE LEARNING,DATA VISUALIZATION,STATISTICS,SQL,ANALYTICS,DATA INTEGRATION,PROBABILITY,VISUALIZATION,STATISTICAL,EXCEL,DATABASE,MACHINE LEARNING,STATISTICS,SQL,DATA ANALYSIS,DATABASE DESIGN,PROBABILITY,ANALYSIS,STATISTICAL",19,12,2023
Talent Trust,Singapore,2024-01-11,Glint,Web Development,1,,,,,,11,1,2024
Tasktoday,"Newark, CA",2024-01-14,Indeed,Mobile Developer,1,"WEB DESIGN,MARKETING,SOURCE CONTROL",JQUERY,"JQUERY,GIT","JAVASCRIPT,HTML,CSS","GIT,JQUERY,WEB DESIGN",14,1,2024
"Technology Solutions Provider, Inc.",Remote,2024-01-14,Indeed,Tester,1,"AGILE,REPORTING,TEST CASES,SOFTWARE TESTING,REGRESSION TESTING,MANUAL TESTING,COLOR,API,PROGRAMMING,TEST AUTOMATION,REGRESSION,SOFTWARE DEVELOPMENT,TESTING,TESTING METHODOLOGIES,MANUAL,GOVERNMENT,SOFTWARE","API,SELENIUM","SELENIUM,JIRA",,"SELENIUM,JIRA,SOFTWARE DEVELOPMENT,API,REGRESSION,AGILE,SOFTWARE TESTING,REPORTING,SOFTWARE DEVELOPMENT PROCESSES,QUALITY ASSURANCE,AGILE DEVELOPMENT,TESTING",14,1,2024
Techtronic Industries Vietnam (TTI),Hồ Chí Minh,2024-01-07,CareerBuilder,Business Analyst,1,"DATABASE,PROGRAMMING,MOBILE APPS,COMPUTER SCIENCE,ENGLISH,HEALTHCARE,SOFTWARE",,DATABASE,,"ORACLE,DATABASE,ENGLISH,PROJECT MANAGEMENT,DATABASE MANAGEMENT",7,1,2024
Techtronic Industries Vietnam (TTI),Hồ Chí Minh,2023-12-28,CareerBuilder,Business Analyst,1,"DATABASE,BI,PROGRAMMING,FUNCTIONS,INTEGRATION,PERFORMANCE,HEALTHCARE",,DATABASE,JAVA,"ORACLE,BI,DATABASE,PERFORMANCE TUNING,PERFORMANCE",28,12,2023
Tek Ninjas,"Carrollton, TX 75007",2024-01-14,Indeed,Database Administrator,1,"DATABASE,DATABASES",,DATABASE,,"DATABASE,DATABASES",14,1,2024
Tekserv,Remote,2024-01-14,Indeed,Backend Developer,1,"DEVOPS,MICROSERVICES,NON-RELATIONAL,RELATIONAL,MULTIDISCIPLINARY",AZURE,"ENTITY FRAMEWORK,ANGULAR,GIT","C#,JS,AZURE","GIT,MICROSERVICES,DEVOPS,RELATIONAL,NON-RELATIONAL,RESOURCE UTILIZATION",14,1,2024
Telnet Inc,Colorado,2024-01-14,Indeed,Network Engineer,1,,,,,,14,1,2024
Telnet Inc,Georgia,2024-01-14,Indeed,Web Development,1,"WEB DESIGN,MOBILE WEB,CMS,SEO,COMPLIANCE,MARKETING,ENGLISH,MANAGEMENT SYSTEMS,SOFTWARE",WORDPRESS,,"JAVASCRIPT,HTML,CSS,WORDPRESS","ENGLISH,WEB DESIGN,QUALITY ASSURANCE,COMPLIANCE",14,1,2024
Telnet Inc,Texas,2024-01-14,Indeed,UI Designer,1,"AGILE,SECURITY,API,COMPUTER SCIENCE,QUEUES,INSURANCE,TESTING,COMMAND LINE,PERFORMANCE,ENGLISH",API,GIT,"JAVASCRIPT,HTML5,CSS3","GIT,API,SECURITY,ENGLISH,AGILE,PERFORMANCE,TESTING",14,1,2024
Tembo Health,Remote,2024-01-14,Indeed,UI Designer,1,"USABILITY TESTING,USER RESEARCH,FUNCTIONS,HEALTH,MARKETING,TESTING,HEALTHCARE,INTERVIEWS,SOFTWARE",,,,"FIGMA,SKETCH,DESIGN SOFTWARE,PRODUCT MANAGEMENT,TESTING",14,1,2024
Tempur Sealy,"Lexington, KY 40511",2024-01-14,Indeed,UI Designer,1,"UI,UX DESIGN,COLOR,WEB DESIGN,RESPONSIVE,BUSINESS,HEALTH,MARKETING,ARTICULATE,TESTING,ANALYSIS",,PHOTOSHOP,,"PHOTOSHOP,PREMIERE PRO,WEB DESIGN,TESTING,ANALYSIS",14,1,2024
Tencent,"Los Angeles, CA",2024-01-14,Indeed,Game Development,1,"STATISTICAL,DATA ANALYSIS,CLOUD COMPUTING,USER RESEARCH,INTERNET,BUSINESS,SQL,DIGITAL TRANSFORMATION,ANALYSIS","DATA ANALYSIS,CLOUD","DATA ANALYSIS,R,SAS","SQL,PYTHON,R,SAS","SAS,CLOUD COMPUTING,COMPUTING,SQL,DATA ANALYSIS,CLOUD,ANALYSIS,STATISTICAL MODELS,STATISTICAL,BASE",14,1,2024
Terumo Health Outcomes,"Remote in Phoenix, AZ",2024-01-14,Indeed,Software Architect,1,"SECURITY,WIREFRAME,COLOR,DATABASES,JSON,TEST AUTOMATION,WEB APPLICATION,FRONT-END WEB,WEB APPLICATION DEVELOPMENT,USER INTERFACE,APPLICATION DEVELOPMENT,FUNCTIONS,BUSINESS,RELATIONAL DATABASES,SQL,SOFTWARE DEVELOPMENT,ARTICULATE,INTEGRATION,NON-FUNCTIONAL REQUIREMENTS,FUNCTIONAL,TROUBLESHOOTING,HEALTHCARE,DOCUMENT,RELATIONAL,ANALYTICS,MANAGEMENT SYSTEMS,SOFTWARE",WEB APPLICATION,"MICROSOFT EXCEL,EXCEL","SQL,JAVASCRIPT,HTML,CSS,HTML5,CSS3,JSON","EXCEL,SOFTWARE DEVELOPMENT,SECURITY,SQL,RELATIONAL,ANALYTICS,SOFTWARE DESIGN,NON-FUNCTIONAL REQUIREMENTS,RELATIONAL DATABASES,DATABASES,MONITOR,STACK,MACROS",14,1,2024
Tesla,"Sacramento, CA",2024-01-14,Indeed,Network Engineer,1,,,,,,14,1,2024
Texas Department of Transportation,"Houston, TX 77007 (Memorial Park area)",2024-01-14,Indeed,Data Analysts,1,,,,,,14,1,2024
Texas Department of Transportation,"Hybrid remote in Austin, TX 78744",2024-01-14,Indeed,UI Designer,1,"UI,SOLID,USER RESEARCH,UI DESIGN,RESPONSIVE,RESPONSIVE WEBSITES,USER INTERFACE,BUSINESS,HEALTH,TESTING,CLASSIFICATION,DOCUMENT,MANAGEMENT SYSTEMS","WORDPRESS,CLOUD",,WORDPRESS,"FIGMA,SOLID,TESTING,CLOUD",14,1,2024
Texas Department of Transportation,"Hybrid remote in Houston, TX 77007",2024-01-14,Indeed,Data Analysts,1,"STATISTICAL,DATA VISUALIZATION,DATABASE,DATA ANALYSIS,PROGRAMMING,BUSINESS,VISUALIZATION,DATA INTEGRITY,FACTORS,HEALTH,SQL,TESTING,CLASSIFICATION,DATA QUALITY,ANALYSIS,SOFTWARE","TABLEAU,DATA ANALYSIS","DATA ANALYSIS,DATA VISUALIZATION,DATABASE,TABLEAU,MICROSOFT EXCEL,EXCEL",SQL,"EXCEL,TABLEAU,DATABASE,DATA VISUALIZATION,SQL,DATA ANALYSIS,TESTING,DATA QUALITY,ANALYSIS,VISUALIZATION,STATISTICAL,SPREADSHEET",14,1,2024
The Boring Company,"Bastrop, TX 78602",2024-01-14,Indeed,Devops Engineer,1,"DEVOPS,REPORTING,CI/CD,COLOR,API,TESTING,WAS,APP DEVELOPMENT,SOFTWARE","KUBERNETES,API",,KUBERNETES,"KUBERNETES,APP DEVELOPMENT,DEVOPS,API,REPORTING,PROJECT MANAGEMENT,TESTING",14,1,2024
The Cincinnati Insurance Companies,Remote,2024-01-14,Indeed,Data Engineer,1,"AGILE,BUSINESS INTELLIGENCE,DATA WAREHOUSE,DATABASE,DATA MODELING,DATA ANALYSIS,REPORTING,BI,COMPUTER SCIENCE,BUSINESS,MODELING,DATA PIPELINES,SQL,DATA ECOSYSTEM,INSURANCE,DATA MODELS,AD-HOC,BUSINESS REQUIREMENTS,PERFORMANCE,DATA QUALITY,METADATA,ANALYSIS,ETL,ETHICAL,WAREHOUSE,DATA LINEAGE,DATA MANAGEMENT",DATA ANALYSIS,"DATA ANALYSIS,REQUESTS,DATABASE,BUSINESS INTELLIGENCE,SAS","SQL,MEDIUM,SAS","SAS,BI,DATABASE,DATA WAREHOUSE,ETL,SQL,DATA ANALYSIS,AGILE,REPORTING,REQUIREMENTS GATHERING,DATA MODELING,BUSINESS INTELLIGENCE,DIMENSIONAL MODELING,PERFORMANCE,DATA MANAGEMENT,DATA PIPELINES,DATA QUALITY,ANALYSIS",14,1,2024
The Cincinnati Insurance Companies,Remote,2024-01-14,Indeed,Database Administrator,2,"BUSINESS INTELLIGENCE,DATABASE,BACKUP,SECURITY,DATABASES,DESIGNING DATABASE,COMPUTER SCIENCE,XML,FUNCTIONS,BUSINESS,DATA WAREHOUSES,HEALTH,SQL,OLAP,INSURANCE,PERFORMANCE,DOCUMENT,ETHICAL,WAREHOUSES,DATA MANAGEMENT,","LINUX,","TOAD,LINUX,DATABASE,OEM,BUSINESS INTELLIGENCE,","SQL,XML,","LINUX,DATABASE,BACKUP AND RESTORE,SECURITY,MONITORING,BACKUP,SQL,DATA WAREHOUSES,BUSINESS INTELLIGENCE,DATABASES,OLAP,OLTP,PERFORMANCE,DATA MANAGEMENT,DB2,",14,1,2024
The Cincinnati Insurance Companies,Remote,2024-01-14,Indeed,Software Architect,1,,,,,,14,1,2024
The Fedcap Group,"New York, NY 10017 (Tudor City area)",2024-01-14,Indeed,Database Administrator,1,"STATISTICAL,DATABASE,SECURITY,DATA ANALYSIS,REPORTING,DATABASES,COMPUTER SCIENCE,BUSINESS,MATHEMATICS,HEALTH,DATA ANALYSTS,INSURANCE,CREDIT,ANALYSIS,DATABASE MANAGEMENT SYSTEM,SOFTWARE,FINANCE",DATA ANALYSIS,"DATA ANALYSIS,DATABASE",,"DATABASE,SECURITY,MONITORING,DATA ANALYSIS,REPORTING,DATABASE MANAGEMENT,DATABASES,ANALYSIS,STATISTICAL",14,1,2024
The Financial Assembly,Singapore,2024-01-11,Glint,Business Analyst,1,,,,,,11,1,2024
The First Refresh,Singapore,2024-01-11,Glint,UI Designer,1,,,,,,11,1,2024
The Good Hood Pte Ltd,Singapore,2024-01-14,Glint,UI Designer,1,,,,,,14,1,2024
The Interior Lab (TIL) Pte Ltd,Singapore,2023-12-29,Glint,UI Designer,1,,,,,,29,12,2023
The Ivory,Singapore,2024-01-10,Glint,Backend Developer,1,,,,,,10,1,2024
The Ivory,Singapore,2024-01-10,Glint,Frontend Developer,1,,,,,,10,1,2024
The Ivory,Singapore,2024-01-10,Glint,Mobile Developer,1,,,,,,10,1,2024
The Ivory,Singapore,2024-01-10,Glint,Web Development,1,,,,,,10,1,2024
The Motley Fool,Remote,2024-01-14,Indeed,Data Engineer,1,"AGILE,MACHINE LEARNING,DATABASE,DATA MODELING,SECURITY,REPORTING,CONTAINERS,DATA STRUCTURES,FUNCTIONS,BUSINESS,MODELING,DATA PIPELINES,GOVERNANCE,DATA ANALYSTS,DATA ENGINEERING,PERFORMANCE,DOCUMENT,DATA SETS,DATA QUALITY,DATA PIPELINE,DATA SYSTEMS,SOFTWARE,SPARK,FINANCE","AWS,AIRFLOW,APACHE,SPARK,APACHE SPARK,CLOUD,ATHENA","SPARK,APACHE SPARK,DATABASE","PYTHON,AWS,APACHE,SPARK","APACHE SPARK,DATABASE,SECURITY,MACHINE LEARNING,DATA ENGINEERING,AGILE,DATA STRUCTURES,REPORTING,DATA MODELING,DATA STORAGE,MONITOR,PERFORMANCE,STORAGE,GOVERNANCE,DATA PIPELINE,DATA PIPELINES,CLOUD,DATA QUALITY",14,1,2024
The Ohio State University,"Columbus, OH 43210 (The Ohio State University area)",2024-01-14,Indeed,Web Development,1,"WIREFRAME,WEB DEVELOPMENT,PROGRAMMING,RESPONSIVE,RESPONSIVE DESIGN,CONTENT MANAGEMENT SYSTEM,CMS,PHP,COMPUTER SCIENCE,SEO,BUSINESS,COMPLIANCE,GOVERNANCE,HEALTH,MARKETING,WEB ANALYTICS,HOSTING,APP DEVELOPMENT,ANALYTICS,ANALYSIS,PUBLIC HEALTH","GOOGLE ANALYTICS,WEB DEVELOPMENT,REACT,GOOGLE","REACT,SYMFONY,GIT","PHP,JAVASCRIPT,HTML,CSS","GIT,APP DEVELOPMENT,WEB DEVELOPMENT,ANALYTICS,PROJECT MANAGEMENT,MAINTENANCE,GOVERNANCE,COMPLIANCE,ANALYSIS",14,1,2024
The Swim Starter,Singapore,2024-01-11,Glint,Data Engineer,1,,,,,,11,1,2024
The Swim Starter,Singapore,2024-01-11,Glint,Devops Engineer,1,,,,,,11,1,2024
The Swim Starter,Singapore,2024-01-11,Glint,Network Engineer,1,,,,,,11,1,2024
The Swim Starter,Singapore,2024-01-11,Glint,Software Architect,1,,,,,,11,1,2024
The Swim Starter,Singapore,2024-01-11,Glint,Software Engineer,1,,,,,,11,1,2024
The Swim Starter,Singapore,2023-12-20,Glint,Business Analyst,1,,,,,,20,12,2023
The Trade Desk,"Boulder, CO",2024-01-14,Indeed,Network Engineer,1,"DEVOPS,SOLID,TCP/IP,INTERNET,WEB SERVICES,FACTORS,HEALTH,DISTRIBUTED SYSTEMS,INSURANCE,MANUAL,TROUBLESHOOTING,PERFORMANCE,HEALTHCARE,ANALYSIS","KUBERNETES,AZURE,LINUX,IOS,AMAZON WEB SERVICES,CLOUD,ALIBABA CLOUD","GIT,LINUX","PYTHON,DOCKER,AZURE,KUBERNETES,ANSIBLE,AMAZON WEB SERVICES","GIT,DOCKER,KUBERNETES,CISCO,LINUX,DEVOPS,MONITORING,IOS,DISTRIBUTED SYSTEMS,SOLID,PERFORMANCE,CLOUD,ANALYSIS,BASE",14,1,2024
The University of Pittsburgh,"Pittsburgh, PA",2024-01-14,Indeed,Data Analysts,1,"STATISTICAL,DATABASE,REPORTING,DATA SCIENCE,FUNCTIONS,ENGLISH,CLASSIFICATION,SOFTWARE",,DATABASE,,"DATABASE,ENGLISH,REPORTING,DATA SCIENCE,STATISTICAL",14,1,2024
The Venetian Las Vegas,"Las Vegas, NV 89109 (The Strip area)",2024-01-14,Indeed,Database Administrator,1,"DATABASE,BACKUP,RECOVERY,SECURITY,FUNCTIONS,BUSINESS,FACTORS,COMPLIANCE,SQL,DATABASE SYSTEM,INTEGRATION,TROUBLESHOOTING,PERFORMANCE,DATABASE SYSTEMS,SECURITY MANAGEMENT,MIGRATIONS,SOFTWARE,CONNECTIVITY",,"SQL SERVER,REQUESTS,DATABASE",SQL,"SQL SERVER,DATABASE,SECURITY,MONITORING,RECOVERY,BACKUP,SQL,PERFORMANCE TUNING,MAINTENANCE,MONITOR,PERFORMANCE,STORAGE,DATABASE SYSTEMS,REPLICATION,COMPLIANCE",14,1,2024
The Walt Disney Company (Corporate),"New York, NY",2024-01-14,Indeed,Game Development,1,"BUSINESS,FACTORS",WINDOWS,SAP,,"WINDOWS,SAP,PROJECT MANAGEMENT,BASE",14,1,2024
Thinkreh,Singapore,2024-01-11,Glint,Data Engineer,1,,,,,,11,1,2024
Thinkreh,Singapore,2024-01-11,Glint,Devops Engineer,1,,,,,,11,1,2024
Thinkreh,Singapore,2024-01-11,Glint,Network Engineer,1,,,,,,11,1,2024
Thinkreh,Singapore,2024-01-11,Glint,Software Engineer,1,,,,,,11,1,2024
Thorium digital,"East Brunswick, NJ",2024-01-14,Indeed,Frontend Developer,1,,,,,,14,1,2024
Titan Digital Media,Singapore,2024-01-09,Glint,Business Analyst,1,,,,,,9,1,2024
Titan Digital Media,Singapore,2024-01-11,Glint,Game Development,1,,,,,,11,1,2024
Titan Digital Media,Singapore,2024-01-11,Glint,Web Development,1,,,,,,11,1,2024
Tokio Marine HCC,"Hybrid remote in Houston, TX 77040",2024-01-14,Indeed,Database Administrator,1,,,,,,14,1,2024
Topaz Labs,"Remote in Madrid, IA",2024-01-14,Indeed,Tester,1,"REPORTING,INTERNET,DEEP LEARNING,AI,TESTING,ENGLISH,SOFTWARE",,JIRA,,"JIRA,AI,DEEP LEARNING,ENGLISH,REPORTING,QUALITY ASSURANCE,TESTING",14,1,2024
"Toshiba Global Commerce Solutions, Inc.","Durham, NC",2024-01-14,Indeed,Software Engineer,1,"AGILE,DEVOPS,MICROSERVICES,DOMAIN,CI/CD,COLOR,PROGRAMMING,BUSINESS,HEALTH,SOFTWARE DEVELOPMENT,INSURANCE,TESTING,FUNCTIONAL,SOURCE CONTROL,TROUBLESHOOTING,SOFTWARE","LINUX,SPRING BOOT,SPRING","SPRING,SPRING BOOT,JENKINS,LINUX,GITLAB","JAVA,MONGODB,DOCKER","JENKINS,MONGODB,DOCKER,GITLAB,LINUX,MICROSERVICES,DEVOPS,SOFTWARE DEVELOPMENT,SDLC,MONITORING,AGILE,SOFTWARE DESIGN,QUALITY ASSURANCE,AGILE DEVELOPMENT,MAINTENANCE,TESTING,BASE",14,1,2024
Touro University New York,"New York, NY 10036 (Midtown area)",2024-01-14,Indeed,Web Development,1,"SECURITY,WEB DEVELOPMENT,APIS,WEB APPLICATION,WEB APPLICATION DEVELOPMENT,WEB APPLICATIONS,APPLICATION DEVELOPMENT,BUSINESS","WEB APPLICATION,WEB DEVELOPMENT,NODE.JS",,"NODE.JS,JS,MONGODB","MONGODB,NODE.JS,WEB DEVELOPMENT,SECURITY,APIS",14,1,2024
Trace Design + Build Pte. Ltd.,Singapore,2024-01-11,Glint,Software Architect,1,,,,,,11,1,2024
Transcelestial Technologies,Singapore,2024-01-11,Glint,Data Engineer,1,,,,,,11,1,2024
Transcelestial Technologies,Singapore,2024-01-11,Glint,Devops Engineer,1,,,,,,11,1,2024
Transcelestial Technologies,Singapore,2024-01-11,Glint,Network Engineer,1,,,,,,11,1,2024
Transcelestial Technologies,Singapore,2024-01-11,Glint,Software Architect,1,,,,,,11,1,2024
Transcelestial Technologies,Singapore,2024-01-11,Glint,Software Engineer,1,,,,,,11,1,2024
Treehouse Finance,Singapore,2023-12-18,Glint,Business Analyst,1,,,,,,18,12,2023
Treehouse Finance,Singapore,2023-12-18,Glint,Game Development,1,,,,,,18,12,2023
Treehouse Finance,Singapore,2023-12-18,Glint,Web Development,1,,,,,,18,12,2023
TriHealth,"Cincinnati, OH",2024-01-14,Indeed,Network Engineer,1,,,,,,14,1,2024
TriHealth,United States,2024-01-14,Indeed,Business Analyst,1,"AGILE,BUSINESS INTELLIGENCE,RESEARCHING,SCRUM,BUSINESS,VISUALIZATION,LISTS,PERFORMANCE,SUPERVISED,ANALYTICS",TABLEAU,"TABLEAU,BUSINESS INTELLIGENCE",,"TABLEAU,SUPERVISED,ANALYTICS,SCRUM,AGILE,PROJECT MANAGEMENT,BUSINESS INTELLIGENCE,PERFORMANCE,VISUALIZATION,BASE",14,1,2024
Triwave Solutions,"Aurora, CO",2024-01-14,Indeed,Database Administrator,3,",,",",,",",,",",,",",,",14,1,2024
True Helix,"Delmont, PA",2024-01-14,Indeed,Business Analyst,1,,,,,,14,1,2024
Trueworld Studios,Singapore,2024-01-12,Glint,Game Development,1,,,,,,12,1,2024
Trueworld Studios,Singapore,2023-12-29,Glint,Game Development,1,,,,,,29,12,2023
Trueworld Studios,Singapore,2023-12-29,Glint,UI Designer,1,,,,,,29,12,2023
Tufts University,"Hybrid remote in Medford, MA 02155",2024-01-14,Indeed,Business Analyst,1,"DATA ANALYSIS,REPORTING,TEST CASES,REGRESSION TESTING,UNIT TESTING,REGRESSION,FUNCTIONS,BUSINESS,SQL,INTEGRATION,TESTING,FUNCTIONAL,TROUBLESHOOTING,PERFORMANCE,DOCUMENT,ANALYSIS",DATA ANALYSIS,"UNIT,DATA ANALYSIS,REQUESTS",SQL,"REGRESSION,SQL,DATA ANALYSIS,UNIT TESTING,REPORTING,PROJECT MANAGEMENT,FUNCTIONAL REQUIREMENTS,QUALITY ASSURANCE,PERFORMANCE,TESTING,ANALYSIS",14,1,2024
Type A,"Outram, Singapore",2024-01-11,Glint,UI Designer,1,,,,,,11,1,2024
Tập Đoàn Tân Á Đại Thành,Hà Nội,2024-01-12,CareerBuilder,Business Analyst,1,"ML,BIGDATA",,,,,12,1,2024
Tổng Công ty Cổ phần Công trình Viettel,Hà Nội,2024-01-14,CareerBuilder,Database Administrator,1,SQL,,POSTGRESQL,SQL,"POSTGRESQL,ORACLE,SQL",14,1,2024
Tổng công ty Cổ phần Bảo hiểm Bưu điện,Hà Nội,2023-12-25,CareerBuilder,Data Analysts,1,"DATA VISUALIZATION,COMPUTER SCIENCE,STATISTICS,DATA SCIENCE,DATA ANALYTICS,VISUALIZATION,SQL,ANALYTICS",,DATA VISUALIZATION,"SQL,PYTHON","DATA ANALYTICS,DATA VISUALIZATION,STATISTICS,SQL,ANALYTICS,VISUALIZATION,DATA SCIENCE",25,12,2023
Tổng công ty Cổ phần Bảo hiểm Bưu điện,Hà Nội,2023-12-27,CareerBuilder,Data Engineer,1,"DATA WAREHOUSE,SQL,WAREHOUSE","HADOOP,MYSQL","HADOOP,MYSQL,JIRA,GIT,SSMS","SQL,MYSQL,HADOOP","GIT,MYSQL,JIRA,DATA WAREHOUSE,SQL,WORKBENCH",27,12,2023
Tổng công ty Cổ phần Bảo hiểm Bưu điện,Hà Nội,2023-12-29,CareerBuilder,Business Analyst,1,,,,,,29,12,2023
U-Haul,Remote,2024-01-14,Indeed,Mobile Developer,1,"AGILE,IOS DEVELOPMENT,SECURITY,COLOR,API,APIS,JSON,MOBILE APP,MOBILE APPS,COMPUTER SCIENCE,BUSINESS,HEALTH,SQL,SOFTWARE DEVELOPMENT,INSURANCE,CREDIT,PERFORMANCE,WAS,APP DEVELOPMENT,SOFTWARE","AZURE,KAFKA,ANDROID,IOS,API","POSTMAN,REQUESTS,VISUAL STUDIO","SQL,JSON,AZURE,KAFKA","POSTMAN,ANDROID,APP DEVELOPMENT,SOFTWARE DEVELOPMENT,API,SECURITY,SQL,IOS,AGILE,APIS,MAINTENANCE,MONITOR,PERFORMANCE,STORAGE,STACK",14,1,2024
UBS,"Seattle, WA",2024-01-14,Indeed,Business Analyst,1,,,,,,14,1,2024
UCLA Health,"Los Angeles, CA 90095",2024-01-14,Indeed,Database Administrator,1,,,,,,14,1,2024
US Foods,Remote,2024-01-14,Indeed,Data Analysts,1,"DATA WAREHOUSE,DATA VISUALIZATION,DATABASE,DATA MODELING,SECURITY,DATA ANALYSIS,BIG DATA,REPORTING,BI,USER INTERFACE,COMPUTER SCIENCE,STATISTICS,FUNCTIONS,BUSINESS,VISUALIZATION,MODELING,FACTORS,DATA PIPELINES,DATA WAREHOUSES,HEALTH,SQL,EXPLORATORY DATA ANALYSIS,INSURANCE,DATA ENGINEERING,FUNCTIONAL,PERFORMANCE,DATABASE ADMINISTRATION,DATA SETS,DATA LAKES,ANALYTICS,ANALYSIS,ELT,EXTRACT,TRANSFORM,BUSINESS UNDERSTANDING,WAREHOUSES,WAREHOUSE,DATA MANAGEMENT,FINANCE,GRAPHS","TABLEAU,DATA ANALYSIS,CLOUD","DATA ANALYSIS,BIG DATA,DATA VISUALIZATION,DATABASE,TABLEAU,POWER BI","SQL,HTML","TABLEAU,POWER BI,KPIS,BI,DATABASE,DATA WAREHOUSE,SECURITY,BIG DATA,DATA VISUALIZATION,STATISTICS,SQL,DATA ANALYSIS,DATA LAKES,DATA WAREHOUSES,ANALYTICS,DATA ENGINEERING,REPORTING,EXTRACT,TRANSFORM,DATA MODELING,PERFORMANCE,DATA MANAGEMENT,DATA PIPELINES,CLOUD,ANALYSIS,VISUALIZATION",14,1,2024
USC,"Los Angeles, CA",2024-01-14,Indeed,Software Engineer,1,"SOFTWARE DEVELOPMENT PROCESS,SECURITY,PROGRAMMING,CONTINUOUS INTEGRATION,DEVELOPMENT PROCESS,UNIT TESTS,BUSINESS,FACTORS,COMPLIANCE,GOVERNANCE,SOFTWARE DEVELOPMENT,INTEGRATION,TESTING,FUNCTIONAL,DOMAINS,CODE OF ETHICS,SOFTWARE",REACT,"REACT,DJANGO,UNIT,REQUESTS","PYTHON,JAVA,JAVASCRIPT,RUBY,C/C++","TESTING PYRAMID,SOFTWARE DEVELOPMENT,SOFTWARE DEVELOPMENT LIFECYCLE,SECURITY,UNIT TESTS,GOVERNANCE,COMPLIANCE,TESTING,SEARCHING,BASE",14,1,2024
USER,Singapore,2024-01-11,Glint,Business Analyst,1,,,,,,11,1,2024
USER,Singapore,2024-01-11,Glint,Data Engineer,2,",",",",",",",",",",11,1,2024
USER,Singapore,2024-01-11,Glint,Devops Engineer,2,",",",",",",",",",",11,1,2024
USER,Singapore,2024-01-11,Glint,Game Development,1,,,,,,11,1,2024
USER,Singapore,2024-01-11,Glint,Network Engineer,2,",",",",",",",",",",11,1,2024
USER,Singapore,2024-01-11,Glint,Software Engineer,2,",",",",",",",",",",11,1,2024
USER,Singapore,2024-01-11,Glint,Web Development,1,,,,,,11,1,2024
UST,"Aliso Viejo, CA",2024-01-14,Indeed,Tester,1,"AGILE,TEST CASES,SOFTWARE TESTING,REGRESSION TESTING,MANUAL TESTING,COLOR,TEST AUTOMATION,COMPUTER SCIENCE,REGRESSION,FUNCTIONS,BUSINESS,FACTORS,SOFTWARE DEVELOPMENT,INSURANCE,TESTING,AUTOMATION TESTING,MANUAL,PERFORMANCE,TEST MANAGEMENT,HEALTHCARE,DOCUMENT,LOAD,MANAGEMENT SYSTEMS,SOFTWARE",,,,"SOFTWARE DEVELOPMENT,REGRESSION,AGILE,SOFTWARE TESTING,TEST MANAGEMENT,QUALITY ASSURANCE,PERFORMANCE,TESTING",14,1,2024
UST,"Alpharetta, GA 30004",2024-01-14,Indeed,Business Analyst,1,,,,,,14,1,2024
UST,"Cerritos, CA",2024-01-14,Indeed,Tester,1,"AGILE,REPORTING,DOMAIN,TEST CASES,SOFTWARE TESTING,MANUAL TESTING,COLOR,FUNCTIONS,BUSINESS,FACTORS,SOFTWARE DEVELOPMENT,INSURANCE,TESTING,MANUAL,FUNCTIONAL,PERFORMANCE,HEALTHCARE,INTERVIEWS,DOCUMENT,SOFTWARE",,,,"SOFTWARE DEVELOPMENT,SOFTWARE DEVELOPMENT LIFECYCLE,AGILE,SOFTWARE TESTING,REPORTING,TEST CASE,FUNCTIONAL REQUIREMENTS,AGILE DEVELOPMENT,PERFORMANCE,TESTING",14,1,2024
